member_id,loan_status,int_rate,Bin_int,dti,Bin_dti,Default_flag,No_of_Enquiry,enq_buckets,annual_inc,Income_bins,home_ownership,purpose,open_acc,emp_length,verification_status,delinq_2yrs,loan_amnt,Bins_loan_amt
LC32517,Fully Paid,11.58%,10,4.8,5,0,5,5-8,32000,3,MORTGAGE,debt_consolidation,4,4 years,Not Verified,0,5000,4
LC32518,Fully Paid,12.53%,11,13.62,14,0,1,1-4,33048,3,RENT,small_business,9,4 years,Verified,0,20000,17
LC32519,Charged Off,11.58%,10,23.7,23,1,1,1-4,47244,4,MORTGAGE,car,6,LT 1year,Source Verified,0,5000,4
LC3252,Fully Paid,11.71%,10,16.15,16,0,0,0,90000,7,RENT,car,7,2 years,Not Verified,0,7200,6
LC32520,Fully Paid,9.32%,6,7.43,8,0,2,1-4,41004,3,MORTGAGE,debt_consolidation,15,6 years,Not Verified,0,8000,7
LC32521,Fully Paid,12.21%,11,15.14,15,0,2,1-4,130000,10,MORTGAGE,medical,8,3 years,Not Verified,0,12000,10
LC32522,Fully Paid,11.89%,10,8.86,9,0,0,0,115000,9,RENT,moving,8,2 years,Not Verified,1,4000,3
LC32523,Fully Paid,12.53%,11,13.43,13,0,2,1-4,96408,8,RENT,debt_consolidation,10,8 years,Not Verified,1,9000,8
LC32524,Fully Paid,12.53%,11,9.45,10,0,0,0,86004,7,RENT,wedding,8,2 years,Not Verified,0,15000,13
LC32525,Fully Paid,9.32%,6,0,1,0,0,0,58000,5,MORTGAGE,credit_card,16,1 year,Source Verified,0,20000,17
LC32526,Fully Paid,11.26%,9,5.38,6,0,1,1-4,60000,5,RENT,debt_consolidation,13,8 years,Not Verified,1,17000,14
LC32527,Fully Paid,10.95%,9,9.76,10,0,0,0,37000,3,RENT,debt_consolidation,10,1 year,Verified,0,24000,20
LC32528,Fully Paid,9.32%,6,7.69,8,0,1,1-4,189000,15,MORTGAGE,other,9,2 years,Not Verified,0,12000,10
LC32529,Charged Off,13.16%,12,21.67,21,1,1,1-4,55000,4,OWN,credit_card,8,LT 1year,Verified,0,5200,4
LC3253,Charged Off,7.90%,4,12,12,1,0,0,15000,1,RENT,debt_consolidation,4,6 years,Verified,0,17500,15
LC32530,Fully Paid,11.58%,10,5.08,5,0,0,0,98000,8,MORTGAGE,debt_consolidation,11,4 years,Not Verified,0,12000,10
LC32531,Fully Paid,10.95%,9,9,9,0,0,0,34000,3,RENT,debt_consolidation,8,LT 1year,Source Verified,0,10000,8
LC32532,Charged Off,12.53%,11,21.85,22,1,1,1-4,34000,3,OWN,home_improvement,10,7 years,Verified,0,28000,24
LC32533,Fully Paid,11.89%,10,8.47,9,0,1,1-4,39520,3,RENT,debt_consolidation,12,10+ years,Not Verified,0,6000,5
LC32534,Charged Off,13.79%,13,12.89,13,1,1,1-4,35004,3,RENT,small_business,6,4 years,Not Verified,0,2500,2
LC32535,Fully Paid,12.84%,12,10.27,10,0,0,0,60500,5,RENT,home_improvement,5,7 years,Source Verified,0,12000,10
LC32536,Fully Paid,14.11%,14,23.62,23,0,0,0,72000,6,RENT,debt_consolidation,15,7 years,Not Verified,0,18000,15
LC32537,Fully Paid,12.53%,11,1.62,2,0,2,1-4,20000,2,RENT,debt_consolidation,5,LT 1year,Not Verified,1,7200,6
LC32538,Fully Paid,11.89%,10,10.78,11,0,0,0,160000,12,RENT,moving,16,6 years,Not Verified,0,3000,3
LC32539,Fully Paid,9.32%,6,11.32,11,0,1,1-4,60000,5,MORTGAGE,car,6,3 years,Not Verified,0,8400,7
LC3254,Fully Paid,6.03%,1,21.86,22,0,0,0,51000,4,MORTGAGE,debt_consolidation,6,3 years,Not Verified,1,10400,9
LC32540,Fully Paid,9.63%,7,20.74,21,0,2,1-4,57000,5,MORTGAGE,medical,8,1 year,Source Verified,0,2000,2
LC32541,Fully Paid,12.21%,11,19.01,19,0,1,1-4,69996,6,MORTGAGE,debt_consolidation,3,10+ years,Source Verified,0,13750,12
LC32542,Fully Paid,12.21%,11,18.89,19,0,1,1-4,60996,5,MORTGAGE,debt_consolidation,15,7 years,Not Verified,0,5000,4
LC32543,Fully Paid,9.63%,7,6.85,7,0,2,1-4,41000,3,RENT,debt_consolidation,13,3 years,Verified,0,28000,24
LC32544,Fully Paid,11.26%,9,2.62,3,0,0,0,55000,4,RENT,car,6,4 years,Source Verified,0,5000,4
LC32545,Fully Paid,15.37%,16,4.97,5,0,0,0,38400,3,RENT,other,6,3 years,Not Verified,0,6000,5
LC32546,Fully Paid,14.74%,15,15.02,15,0,1,1-4,85000,7,MORTGAGE,debt_consolidation,8,10+ years,Not Verified,0,15000,13
LC32547,Fully Paid,9.63%,7,1.24,2,0,2,1-4,54996,4,RENT,debt_consolidation,17,10+ years,Verified,0,25000,21
LC32548,Charged Off,11.58%,10,3.93,4,1,1,1-4,98652,8,RENT,debt_consolidation,10,LT 1year,Not Verified,0,2500,2
LC32549,Fully Paid,11.89%,10,18.45,18,0,1,1-4,51504,4,RENT,renewable_energy,11,7 years,Verified,0,25000,21
LC3255,Fully Paid,8.90%,6,13.79,14,0,0,0,90000,7,OWN,car,4,4 years,Not Verified,0,7500,6
LC32550,Fully Paid,9.63%,7,17.54,17,0,0,0,63000,5,RENT,debt_consolidation,7,5 years,Not Verified,0,4000,3
LC32551,Fully Paid,13.47%,13,16.33,16,0,1,1-4,14400,1,RENT,other,6,10+ years,Verified,0,20000,17
LC32552,Charged Off,10.95%,9,6.69,7,1,0,0,53800,4,MORTGAGE,debt_consolidation,8,7 years,Verified,0,35000,29
LC32553,Fully Paid,13.79%,13,15.78,16,0,0,0,41000,3,RENT,debt_consolidation,8,7 years,Source Verified,2,8000,7
LC32554,Fully Paid,13.16%,12,20.83,21,0,3,1-4,18720,2,OWN,debt_consolidation,2,n/a,Source Verified,0,6250,5
LC32555,Fully Paid,12.84%,12,9.77,10,0,2,1-4,105000,8,MORTGAGE,small_business,5,LT 1year,Not Verified,0,6000,5
LC32556,Fully Paid,10.95%,9,13.38,13,0,1,1-4,59000,5,RENT,medical,4,10+ years,Not Verified,0,2000,2
LC32557,Fully Paid,11.58%,10,2.2,3,0,1,1-4,67600,5,RENT,debt_consolidation,9,LT 1year,Verified,0,10000,8
LC32558,Fully Paid,13.16%,12,19.49,19,0,0,0,42000,3,RENT,debt_consolidation,16,LT 1year,Source Verified,0,3000,3
LC32559,Fully Paid,14.42%,14,13.86,14,0,0,0,53000,4,MORTGAGE,small_business,5,3 years,Not Verified,0,4000,3
LC3256,Fully Paid,7.51%,4,11.56,12,0,1,1-4,30000,2,RENT,small_business,11,4 years,Verified,0,12600,11
LC32560,Charged Off,11.89%,10,10.55,11,1,5,5-8,48100,4,MORTGAGE,debt_consolidation,8,8 years,Source Verified,0,6850,6
LC32561,Fully Paid,11.89%,10,16.28,16,0,6,5-8,65000,5,MORTGAGE,moving,5,3 years,Verified,2,8400,7
LC32562,Fully Paid,15.05%,15,15.84,16,0,1,1-4,10000,1,RENT,credit_card,4,6 years,Verified,0,20000,17
LC32563,Fully Paid,12.53%,11,9.64,10,0,0,0,700000,30,MORTGAGE,wedding,9,2 years,Not Verified,0,1000,1
LC32564,Fully Paid,13.47%,13,11.24,11,0,0,0,74424,6,RENT,debt_consolidation,13,4 years,Not Verified,1,5000,4
LC32565,Fully Paid,12.21%,11,13.85,14,0,1,1-4,65000,5,MORTGAGE,debt_consolidation,5,2 years,Verified,0,21000,18
LC32566,Fully Paid,11.58%,10,17.3,17,0,0,0,45996,4,RENT,house,10,2 years,Not Verified,1,14400,12
LC32567,Fully Paid,9.32%,6,13.73,14,0,0,0,66000,5,RENT,debt_consolidation,7,1 year,Source Verified,0,3000,3
LC32568,Fully Paid,11.89%,10,18.06,18,0,3,1-4,63996,5,RENT,debt_consolidation,4,5 years,Not Verified,0,10000,8
LC32569,Fully Paid,13.47%,13,21.82,22,0,0,0,110004,9,MORTGAGE,credit_card,9,10+ years,Verified,0,20000,17
LC3257,Fully Paid,6.03%,1,4.7,5,0,0,0,50000,4,MORTGAGE,car,9,7 years,Not Verified,0,8500,7
LC32570,Fully Paid,12.84%,12,8.57,9,0,2,1-4,77040,6,RENT,major_purchase,6,10+ years,Source Verified,0,8400,7
LC32571,Fully Paid,9.63%,7,2.83,3,0,1,1-4,92800,7,MORTGAGE,debt_consolidation,17,LT 1year,Not Verified,1,3500,3
LC32572,Charged Off,12.53%,11,22.56,22,1,1,1-4,33996,3,RENT,debt_consolidation,5,LT 1year,Source Verified,0,1200,1
LC32573,Fully Paid,12.21%,11,14.2,14,0,0,0,55000,4,RENT,debt_consolidation,10,LT 1year,Verified,0,20000,17
LC32574,Fully Paid,13.79%,13,2.18,3,0,1,1-4,60000,5,OWN,home_improvement,12,6 years,Verified,0,21000,18
LC32575,Fully Paid,13.47%,13,12.8,13,0,2,1-4,120000,9,RENT,major_purchase,3,LT 1year,Not Verified,0,4500,4
LC32576,Fully Paid,9.32%,6,17.5,17,0,0,0,41000,3,MORTGAGE,debt_consolidation,9,5 years,Verified,0,20000,17
LC32577,Charged Off,13.16%,12,2.2,3,1,1,1-4,36000,3,RENT,debt_consolidation,6,4 years,Source Verified,0,2125,2
LC32578,Fully Paid,9.32%,6,22.18,22,0,0,0,42000,3,RENT,debt_consolidation,6,4 years,Verified,0,17000,14
LC32579,Fully Paid,10.95%,9,6.36,7,0,2,1-4,37000,3,RENT,debt_consolidation,15,10+ years,Verified,0,20000,17
LC3258,Fully Paid,12.42%,11,11.9,12,0,0,0,88055,7,MORTGAGE,debt_consolidation,12,5 years,Not Verified,0,12000,10
LC32580,Fully Paid,9.63%,7,20.26,20,0,0,0,18240,2,RENT,debt_consolidation,9,4 years,Verified,0,18000,15
LC32581,Charged Off,11.89%,10,1.27,2,1,2,1-4,23587,2,RENT,debt_consolidation,9,1 year,Not Verified,0,7800,7
LC32582,Fully Paid,11.58%,10,15.39,15,0,2,1-4,34999,3,RENT,debt_consolidation,13,2 years,Not Verified,0,3200,3
LC32583,Fully Paid,12.53%,11,16.75,17,0,1,1-4,143000,11,RENT,debt_consolidation,17,1 year,Source Verified,0,10000,8
LC32584,Fully Paid,13.47%,13,5.21,6,0,0,0,41000,3,RENT,home_improvement,5,5 years,Not Verified,0,7000,6
LC32585,Fully Paid,12.53%,11,7.97,8,0,1,1-4,59904,5,MORTGAGE,credit_card,6,10+ years,Verified,0,20000,17
LC32586,Fully Paid,13.16%,12,15.94,16,0,2,1-4,55016,4,RENT,credit_card,11,10+ years,Not Verified,0,12000,10
LC32587,Charged Off,9.63%,7,15,15,1,0,0,36000,3,MORTGAGE,major_purchase,8,7 years,Not Verified,0,7700,7
LC32588,Fully Paid,13.47%,13,7.03,7,0,2,1-4,65000,5,RENT,moving,5,LT 1year,Not Verified,0,1800,2
LC32589,Fully Paid,11.26%,9,0.72,1,0,5,5-8,39996,3,MORTGAGE,home_improvement,8,2 years,Not Verified,0,6000,5
LC3259,Fully Paid,12.42%,11,18.58,18,0,0,0,125004,10,RENT,home_improvement,12,3 years,Verified,0,16000,14
LC32590,Fully Paid,13.47%,13,18.84,19,0,0,0,71004,6,OWN,other,5,5 years,Verified,0,7200,6
LC32591,Fully Paid,7.68%,4,7.72,8,0,0,0,30000,2,OWN,car,3,LT 1year,Source Verified,0,6600,6
LC32592,Fully Paid,12.53%,11,13.78,14,0,3,1-4,105000,8,MORTGAGE,debt_consolidation,9,9 years,Not Verified,0,5000,4
LC32593,Fully Paid,9.63%,7,8.19,8,0,0,0,23000,2,RENT,debt_consolidation,8,1 year,Source Verified,0,13200,11
LC32594,Fully Paid,11.89%,10,2.64,3,0,2,1-4,90000,7,MORTGAGE,other,18,LT 1year,Not Verified,0,17400,15
LC32595,Fully Paid,13.79%,13,17.43,17,0,2,1-4,72890,6,MORTGAGE,debt_consolidation,10,10+ years,Not Verified,0,3000,3
LC32596,Fully Paid,11.26%,9,13.39,13,0,0,0,70000,6,OWN,home_improvement,14,2 years,Verified,0,8000,7
LC32597,Fully Paid,14.11%,14,2.48,3,0,2,1-4,100000,8,MORTGAGE,other,15,1 year,Not Verified,0,3100,3
LC32598,Fully Paid,11.58%,10,6.38,7,0,0,0,72800,6,MORTGAGE,major_purchase,8,10+ years,Not Verified,1,4800,4
LC32599,Fully Paid,13.16%,12,0.94,1,0,2,1-4,240000,19,OWN,credit_card,5,2 years,Not Verified,0,10000,8
LC326,Fully Paid,7.51%,4,10.9,11,0,0,0,24000,2,RENT,debt_consolidation,8,10+ years,Verified,0,14000,12
LC3260,Charged Off,11.71%,10,25.72,25,1,0,0,38496,3,RENT,small_business,3,10+ years,Source Verified,1,10000,8
LC32600,Fully Paid,8.00%,4,12.42,13,0,1,1-4,54000,4,RENT,credit_card,5,10+ years,Verified,0,30000,25
LC32601,Fully Paid,13.16%,12,22.32,22,0,1,1-4,36500,3,MORTGAGE,debt_consolidation,10,10+ years,Verified,0,12000,10
LC32602,Fully Paid,12.53%,11,12.53,13,0,2,1-4,25000,2,OWN,debt_consolidation,5,10+ years,Verified,0,2000,2
LC32603,Fully Paid,13.16%,12,18.82,19,0,1,1-4,45150,4,RENT,debt_consolidation,14,5 years,Not Verified,0,15000,13
LC32604,Charged Off,12.84%,12,2.08,3,1,3,1-4,30000,2,RENT,major_purchase,11,5 years,Not Verified,0,4200,4
LC32605,Fully Paid,11.89%,10,9.77,10,0,1,1-4,50000,4,RENT,debt_consolidation,12,4 years,Not Verified,0,9600,8
LC32606,Fully Paid,9.32%,6,0,1,0,0,0,110000,9,RENT,major_purchase,9,4 years,Verified,0,10000,8
LC32607,Fully Paid,9.63%,7,13.06,13,0,3,1-4,109000,9,MORTGAGE,educational,13,1 year,Verified,0,20000,17
LC32608,Fully Paid,7.68%,4,16.43,16,0,2,1-4,46000,4,MORTGAGE,home_improvement,11,4 years,Source Verified,0,4800,4
LC32609,Fully Paid,12.84%,12,24.27,24,0,1,1-4,35000,3,RENT,car,9,10+ years,Not Verified,0,5000,4
LC3261,Fully Paid,15.96%,16,16.5,16,0,1,1-4,48000,4,RENT,car,11,3 years,Not Verified,0,6000,5
LC32610,Fully Paid,11.89%,10,19.71,20,0,0,0,87000,7,RENT,other,5,2 years,Not Verified,0,1000,1
LC32611,Fully Paid,11.26%,9,15.38,15,0,2,1-4,93450,7,MORTGAGE,debt_consolidation,7,2 years,Not Verified,0,20000,17
LC32612,Fully Paid,9.63%,7,15.11,15,0,1,1-4,32000,3,RENT,other,12,3 years,Source Verified,1,4500,4
LC32613,Fully Paid,14.11%,14,10.47,11,0,1,1-4,21996,2,RENT,debt_consolidation,11,2 years,Source Verified,0,7000,6
LC32614,Fully Paid,11.26%,9,14.86,15,0,0,0,60000,5,OTHER,debt_consolidation,4,10+ years,Source Verified,0,5000,4
LC32615,Fully Paid,12.21%,11,7,7,0,6,5-8,120000,9,MORTGAGE,medical,13,1 year,Verified,0,8000,7
LC32616,Fully Paid,12.21%,11,11.89,12,0,0,0,54996,4,RENT,home_improvement,7,10+ years,Verified,0,3000,3
LC32617,Fully Paid,10.95%,9,19.87,20,0,2,1-4,66500,5,RENT,moving,6,LT 1year,Verified,0,6000,5
LC32618,Fully Paid,11.58%,10,14.47,14,0,0,0,35000,3,RENT,debt_consolidation,9,10+ years,Verified,0,20000,17
LC32619,Fully Paid,10.95%,9,0,1,0,1,1-4,20008,2,RENT,debt_consolidation,7,3 years,Not Verified,0,3825,3
LC3262,Fully Paid,17.58%,19,14.94,15,0,0,0,47000,4,RENT,debt_consolidation,17,4 years,Source Verified,0,18225,15
LC32620,Fully Paid,9.32%,6,2.77,3,0,0,0,98000,8,RENT,credit_card,11,1 year,Not Verified,0,8950,8
LC32621,Fully Paid,9.63%,7,11.81,12,0,2,1-4,110000,9,MORTGAGE,wedding,14,LT 1year,Verified,0,6000,5
LC32622,Fully Paid,8.00%,4,14.63,15,0,2,1-4,80000,6,MORTGAGE,major_purchase,6,LT 1year,Source Verified,0,10000,8
LC32623,Fully Paid,15.68%,16,22.02,22,0,0,0,117000,9,RENT,educational,9,2 years,Not Verified,1,10700,9
LC32624,Fully Paid,11.26%,9,6.94,7,0,0,0,73000,6,RENT,home_improvement,16,10+ years,Verified,0,20000,17
LC32625,Fully Paid,11.26%,9,8.6,9,0,1,1-4,24000,2,RENT,debt_consolidation,13,8 years,Verified,1,35000,29
LC32626,Charged Off,13.79%,13,18.64,19,1,1,1-4,48996,4,MORTGAGE,debt_consolidation,8,4 years,Verified,0,11300,10
LC32627,Fully Paid,11.89%,10,6.81,7,0,0,0,55000,4,RENT,small_business,5,1 year,Not Verified,0,8400,7
LC32628,Charged Off,15.68%,16,10.98,11,1,1,1-4,61200,5,MORTGAGE,debt_consolidation,6,10+ years,Not Verified,0,6000,5
LC32629,Fully Paid,11.58%,10,19.82,20,0,3,1-4,85000,7,RENT,other,6,10+ years,Verified,0,21000,18
LC3263,Fully Paid,11.71%,10,15.07,15,0,0,0,110000,9,MORTGAGE,medical,8,2 years,Not Verified,0,1200,1
LC32630,Fully Paid,11.89%,10,14.73,15,0,1,1-4,22000,2,OWN,credit_card,12,3 years,Source Verified,1,9600,8
LC32631,Fully Paid,15.68%,16,20.87,21,0,0,0,56461,5,RENT,credit_card,18,8 years,Not Verified,0,16000,14
LC32632,Fully Paid,12.53%,11,6.2,6,0,0,0,68700,5,RENT,debt_consolidation,8,7 years,Source Verified,1,3000,3
LC32633,Fully Paid,11.89%,10,10.69,11,0,2,1-4,67800,5,RENT,debt_consolidation,10,8 years,Verified,0,8000,7
LC32634,Fully Paid,10.95%,9,5.4,6,0,0,0,230000,18,MORTGAGE,other,2,3 years,Not Verified,0,8000,7
LC32635,Fully Paid,13.16%,12,20.64,20,0,1,1-4,45000,4,RENT,home_improvement,12,7 years,Source Verified,0,29500,25
LC32636,Fully Paid,13.16%,12,2.13,3,0,0,0,58000,5,OWN,major_purchase,12,2 years,Verified,1,20000,17
LC32637,Fully Paid,9.32%,6,0.3,1,0,0,0,39996,3,RENT,debt_consolidation,8,3 years,Verified,0,22000,19
LC32638,Fully Paid,13.79%,13,23.19,23,0,0,0,39000,3,RENT,home_improvement,16,8 years,Source Verified,0,4000,3
LC32639,Fully Paid,8.00%,4,9.04,9,0,2,1-4,30000,2,MORTGAGE,debt_consolidation,14,3 years,Verified,0,20000,17
LC3264,Fully Paid,11.71%,10,17.5,17,0,0,0,88000,7,MORTGAGE,home_improvement,12,10+ years,Not Verified,0,14000,12
LC32640,Fully Paid,14.42%,14,9.69,10,0,0,0,176000,14,MORTGAGE,debt_consolidation,15,1 year,Not Verified,0,5000,4
LC32641,Fully Paid,9.32%,6,10.08,10,0,0,0,23700,2,RENT,debt_consolidation,20,5 years,Verified,0,16000,14
LC32642,Fully Paid,10.95%,9,3.81,4,0,1,1-4,84996,7,MORTGAGE,other,5,n/a,Not Verified,0,5000,4
LC32643,Fully Paid,13.16%,12,7.98,8,0,1,1-4,46000,4,MORTGAGE,home_improvement,24,4 years,Source Verified,0,6000,5
LC32644,Fully Paid,9.32%,6,1.56,2,0,0,0,27000,2,RENT,small_business,9,3 years,Not Verified,0,6000,5
LC32645,Fully Paid,9.63%,7,7.87,8,0,2,1-4,95000,7,MORTGAGE,other,2,2 years,Not Verified,0,1600,1
LC32646,Fully Paid,9.32%,6,6.86,7,0,0,0,101400,8,MORTGAGE,debt_consolidation,10,LT 1year,Not Verified,0,16000,14
LC32647,Fully Paid,10.95%,9,20.42,20,0,0,0,41784,3,RENT,debt_consolidation,3,LT 1year,Verified,0,4100,4
LC32648,Fully Paid,8.00%,4,13.51,14,0,2,1-4,55000,4,MORTGAGE,small_business,4,5 years,Source Verified,0,10000,8
LC32649,Fully Paid,11.58%,10,8.2,8,0,0,0,275000,21,OWN,moving,12,1 year,Not Verified,0,10000,8
LC3265,Fully Paid,11.71%,10,13.76,14,0,0,0,108000,8,MORTGAGE,debt_consolidation,17,2 years,Verified,0,7000,6
LC32650,Fully Paid,9.63%,7,5.36,6,0,2,1-4,45000,4,RENT,debt_consolidation,18,5 years,Not Verified,0,9000,8
LC32651,Fully Paid,12.84%,12,10.18,10,0,1,1-4,150000,12,MORTGAGE,debt_consolidation,6,5 years,Not Verified,0,20000,17
LC32652,Fully Paid,7.68%,4,7.03,7,0,0,0,120000,9,MORTGAGE,home_improvement,9,2 years,Verified,0,15000,13
LC32653,Fully Paid,11.26%,9,2.9,3,0,3,1-4,55000,4,RENT,credit_card,3,LT 1year,Verified,0,14000,12
LC32654,Fully Paid,12.21%,11,23.44,23,0,1,1-4,60000,5,RENT,debt_consolidation,4,10+ years,Source Verified,0,15000,13
LC32655,Fully Paid,9.63%,7,15.41,15,0,0,0,75600,6,MORTGAGE,debt_consolidation,3,10+ years,Not Verified,0,3500,3
LC32656,Fully Paid,17.26%,18,16.08,16,0,1,1-4,50000,4,RENT,debt_consolidation,8,8 years,Verified,0,10000,8
LC32657,Fully Paid,11.58%,10,24.62,24,0,0,0,62000,5,OWN,debt_consolidation,11,5 years,Verified,1,16000,14
LC32658,Fully Paid,11.58%,10,0.38,1,0,3,1-4,48000,4,RENT,credit_card,8,8 years,Verified,0,10000,8
LC32659,Fully Paid,9.32%,6,20.33,20,0,0,0,105000,8,MORTGAGE,debt_consolidation,10,1 year,Not Verified,0,15000,13
LC3266,Fully Paid,8.90%,6,15.11,15,0,0,0,27000,2,RENT,debt_consolidation,18,2 years,Verified,0,9975,8
LC32660,Fully Paid,16.32%,17,12.41,13,0,2,1-4,50000,4,MORTGAGE,home_improvement,9,LT 1year,Source Verified,0,3000,3
LC32661,Fully Paid,7.68%,4,10.1,10,0,0,0,98000,8,MORTGAGE,credit_card,6,7 years,Not Verified,0,11000,9
LC32662,Fully Paid,11.58%,10,3.44,4,0,1,1-4,54000,4,MORTGAGE,credit_card,11,5 years,Source Verified,0,15000,13
LC32663,Fully Paid,12.21%,11,13.54,14,0,0,0,10636,1,RENT,car,11,6 years,Not Verified,1,4000,3
LC32664,Charged Off,13.16%,12,17.26,17,1,1,1-4,42000,3,RENT,debt_consolidation,9,4 years,Verified,0,8000,7
LC32665,Fully Paid,14.11%,14,19.03,19,0,0,0,64000,5,RENT,credit_card,10,6 years,Not Verified,0,3000,3
LC32666,Fully Paid,8.00%,4,13.23,13,0,0,0,40000,3,OWN,debt_consolidation,9,LT 1year,Verified,0,22600,19
LC32667,Charged Off,11.26%,9,23.52,23,1,2,1-4,39996,3,MORTGAGE,debt_consolidation,10,9 years,Not Verified,0,9000,8
LC32668,Fully Paid,16.00%,17,20.2,20,0,0,0,36000,3,RENT,small_business,10,3 years,Verified,1,9600,8
LC32669,Fully Paid,12.84%,12,7.69,8,0,0,0,73500,6,RENT,major_purchase,16,2 years,Not Verified,0,7600,6
LC3267,Fully Paid,10.65%,8,0,1,0,0,0,61000,5,RENT,major_purchase,2,LT 1year,Source Verified,1,4500,4
LC32670,Fully Paid,11.58%,10,0.41,1,0,2,1-4,85000,7,RENT,debt_consolidation,9,5 years,Not Verified,0,9000,8
LC32671,Fully Paid,14.74%,15,14.35,14,0,0,0,99670,8,MORTGAGE,debt_consolidation,7,2 years,Not Verified,0,12000,10
LC32672,Fully Paid,12.53%,11,16.23,16,0,2,1-4,36000,3,RENT,home_improvement,7,2 years,Verified,0,10650,9
LC32673,Charged Off,13.16%,12,11,11,1,1,1-4,47000,4,MORTGAGE,debt_consolidation,8,4 years,Not Verified,0,9600,8
LC32674,Fully Paid,8.00%,4,3.77,4,0,1,1-4,65000,5,RENT,home_improvement,5,n/a,Not Verified,0,10000,8
LC32675,Fully Paid,12.84%,12,18.66,19,0,1,1-4,38000,3,MORTGAGE,debt_consolidation,4,2 years,Not Verified,0,8000,7
LC32676,Fully Paid,12.53%,11,6.73,7,0,2,1-4,120000,9,MORTGAGE,debt_consolidation,6,LT 1year,Source Verified,0,11200,9
LC32677,Fully Paid,13.47%,13,14.91,15,0,3,1-4,75000,6,RENT,other,13,5 years,Not Verified,0,5000,4
LC32678,Fully Paid,9.32%,6,18.28,18,0,2,1-4,17000,1,RENT,debt_consolidation,7,5 years,Not Verified,0,12000,10
LC32679,Fully Paid,11.26%,9,7.34,8,0,1,1-4,155800,12,MORTGAGE,credit_card,5,LT 1year,Not Verified,0,3000,3
LC3268,Fully Paid,6.62%,2,16.8,17,0,2,1-4,72000,6,OWN,moving,5,5 years,Source Verified,0,6000,5
LC32680,Fully Paid,9.63%,7,9.59,10,0,1,1-4,59300,5,RENT,home_improvement,17,LT 1year,Verified,0,10000,8
LC32681,Fully Paid,11.26%,9,10.18,10,0,0,0,80004,6,RENT,debt_consolidation,10,4 years,Not Verified,3,5000,4
LC32682,Fully Paid,13.47%,13,7.08,7,0,0,0,48000,4,RENT,debt_consolidation,9,LT 1year,Source Verified,0,10000,8
LC32683,Fully Paid,11.89%,10,19.44,19,0,3,1-4,45000,4,MORTGAGE,major_purchase,9,1 year,Source Verified,0,5300,5
LC32684,Fully Paid,13.79%,13,20.5,20,0,1,1-4,60000,5,MORTGAGE,debt_consolidation,18,7 years,Source Verified,0,25000,21
LC32685,Fully Paid,11.89%,10,13.85,14,0,1,1-4,65000,5,RENT,car,6,2 years,Not Verified,0,6000,5
LC32686,Fully Paid,11.89%,10,4.29,5,0,2,1-4,68000,5,OTHER,debt_consolidation,11,n/a,Not Verified,1,2000,2
LC32687,Fully Paid,14.42%,14,20.48,20,0,0,0,31000,3,RENT,debt_consolidation,5,5 years,Verified,0,5600,5
LC32688,Fully Paid,13.16%,12,7.01,7,0,1,1-4,68004,5,RENT,debt_consolidation,21,5 years,Source Verified,0,25000,21
LC32689,Fully Paid,11.58%,10,16.84,17,0,0,0,65000,5,MORTGAGE,moving,11,3 years,Verified,0,4000,3
LC3269,Fully Paid,13.49%,13,14.02,14,0,1,1-4,57000,5,MORTGAGE,debt_consolidation,14,10+ years,Verified,0,6000,5
LC32690,Fully Paid,11.58%,10,23.6,23,0,2,1-4,33000,3,OWN,other,14,4 years,Source Verified,0,12000,10
LC32691,Charged Off,11.26%,9,7,7,1,3,1-4,84000,7,MORTGAGE,other,13,9 years,Not Verified,1,6500,6
LC32692,Fully Paid,9.32%,6,12.48,13,0,0,0,52000,4,MORTGAGE,debt_consolidation,8,LT 1year,Source Verified,0,17000,14
LC32693,Fully Paid,13.79%,13,6.76,7,0,0,0,46500,4,RENT,major_purchase,6,10+ years,Source Verified,0,7000,6
LC32694,Fully Paid,8.00%,4,1.03,1,0,0,0,50004,4,MORTGAGE,renewable_energy,15,3 years,Source Verified,0,12600,11
LC32695,Fully Paid,10.95%,9,13.26,13,0,3,1-4,41000,3,MORTGAGE,debt_consolidation,10,10+ years,Not Verified,0,3000,3
LC32696,Fully Paid,13.16%,12,15.36,15,0,0,0,50000,4,RENT,debt_consolidation,20,6 years,Verified,0,20000,17
LC32697,Charged Off,14.11%,14,8.21,8,1,1,1-4,50004,4,MORTGAGE,debt_consolidation,14,2 years,Source Verified,0,6000,5
LC32698,Fully Paid,9.32%,6,14.43,14,0,0,0,74000,6,RENT,debt_consolidation,10,2 years,Verified,0,25000,21
LC32699,Fully Paid,13.16%,12,14.55,15,0,0,0,16000,1,RENT,debt_consolidation,11,7 years,Verified,0,12000,10
LC327,Fully Paid,11.71%,10,3.02,3,0,1,1-4,150000,12,RENT,debt_consolidation,12,6 years,Not Verified,0,16000,14
LC3270,Charged Off,13.49%,13,24.56,24,1,0,0,73476,6,MORTGAGE,debt_consolidation,11,2 years,Verified,0,14400,12
LC32700,Fully Paid,12.84%,12,19.22,19,0,1,1-4,60000,5,RENT,debt_consolidation,6,3 years,Not Verified,1,7000,6
LC32701,Fully Paid,8.00%,4,12.39,12,0,0,0,40000,3,MORTGAGE,car,7,2 years,Not Verified,0,5600,5
